,车牌号,车牌颜色,车辆种类,是否为运政车辆,辖区省,辖区市,辖区县,辖区镇,业户代码,业户名称,运营商代码,运营商名称,设备编码,终端类型,首次上传时间,最近定位时间,最近经度,最近纬度,GPS安装情况,是否上传GPS数据,年审日期,状态
6271,粤GA6583,黄色,重型货车,是,广东,湛江,遂溪,城月,G6012628,周经华,1443364875,广州航德信息科技有限公司,10476,北斗,2017/10/13 15:50:04,2018-11-03 02:03:53,110.1037,21.1558,已安装符合部标+北斗,是,2018-03-13,营运
6272,粤GM3601,黄色,,否,广东,湛江,,,,,1443364866,广东恒慧信息科技有限公司,10044,DB44,2017/10/7 22:39:07,2018-11-03 01:33:54,112.1964,22.0259,其他,是,,
6273,粤G46179,黄色,重型货车,是,广东,湛江,霞山,,G1005300,湛江市霞山区金豪货运有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2010/11/16 0:00:00,2018-11-03 02:04:05,110.5188,21.3088,已安装符合部标+北斗,是,2018-08-24,营运
6274,粤GM3602,黄色,重型货车,是,广东,湛江,雷州,客路,G2016940,李强盛,1443364875,广州航德信息科技有限公司,10476,北斗,2016/12/21 0:00:00,2018-11-03 02:03:53,110.0088,21.0959,已安装符合部标+北斗,是,2018-02-05,营运
6275,粤GM3600,黄色,重型货车,是,广东,湛江,雷州,白沙,G2016699,雷州市有信物流有限公司,1443364875,广州航德信息科技有限公司,10476,北斗,2016/12/23 0:00:00,2018-11-03 02:03:58,109.6863,21.7013,已安装符合部标+北斗,是,2018-09-25,营运
6276,粤G46177,黄色,客运班车,是,广东,湛江,赤坎,,A1087667,湛江粤达汽车客运有限公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2010/11/19 0:00:00,2018-11-03 02:04:45,112.3779,22.3046,已安装符合部标+北斗,是,2018-07-12,营运
6277,粤G46173,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 11:56:44,2018-11-03 01:58:52,110.3739,21.2884,已安装符合部标+北斗,是,2018-03-21,营运
6278,粤G46170,黄色,,否,广东,湛江,,,,,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2018/3/20 15:15:16,2018-11-03 02:04:44,110.4007,21.2341,已安装符合部标+北斗,是,,
6279,粤G46170,黄色,重型货车,是,广东,湛江,开发区,东山,G1044305,湛江华德力混凝土有限公司,1443364879,湛江市瑞德电子科技有限公司,10730,北斗,2016/5/25 13:05:25,2018-11-03 02:04:44,110.4007,21.2341,已安装符合部标+北斗,是,2014-10-13,注销
6280,粤G58158,黄色,重型货车,是,广东,湛江,霞山,,G1043762,湛江市中杰物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/12/21 0:00:00,2018-11-02 17:33:14,110.3792,21.1978,已安装符合部标+北斗,是,2018-09-10,营运
6281,粤GR8792,黄色,,否,广东,湛江,,,,,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,,2018-11-03 02:03:54,110.2302,21.3513,已安装符合部标+北斗,是,,
6282,粤GR8792,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6008723,遂溪县瑞南化工产品有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,,2018-11-03 02:03:54,110.2302,21.3513,已安装符合部标+北斗,是,2018-02-01,注销
6283,粤GA6592,黄色,重型货车,是,广东,湛江,坡头,南调,G1059351,林弟,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/3/23 0:00:00,2018-11-03 02:04:42,110.4485,21.2661,已安装符合部标,是,2018-05-16,营运
6284,粤G43908,黄色,客运班车,是,广东,湛江,开发区,,G1046442,湛江安旭客运有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2009/12/30 0:00:00,2018-11-02 03:08:42,110.7714,21.4488,已安装符合部标+北斗,是,2017-12-12,营运
6285,粤G58159,黄色,重型货车,是,广东,湛江,开发区,,G1040248,湛江泉通物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/8/15 10:41:36,2018-11-03 02:04:49,110.368,21.1572,已安装符合部标+北斗,是,2018-08-27,营运
6286,粤G43901,黄色,客运班车,是,广东,湛江,开发区,,G1046442,湛江安旭客运有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/4 16:10:25,2018-11-02 03:07:57,110.7593,21.4096,已安装符合部标+北斗,是,2018-03-06,营运
6287,粤G43901,蓝色,普通货运,是,广东,湛江,霞山,,G1011938,吴国琴,,,,未知,,,0,0,未安装,否,2008-03-24,注销
6288,粤GM3609,黄色,重型货车,是,广东,湛江,雷州,东里,G2009456,欧森,1443364875,广州航德信息科技有限公司,10476,北斗,2017/8/1 8:25:00,2018-11-03 02:04:52,112.3447,22.2221,已安装符合部标+北斗,是,2018-09-06,营运
6289,粤GR8799,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6011016,钟洪章,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/7/25 18:47:38,2018-11-03 02:04:30,110.7295,21.4724,已安装符合部标+北斗,是,2018-10-30,营运
6290,粤GR8799,蓝色,,否,广东,湛江,,,,,1443364879,湛江市瑞德电子科技有限公司,10730,北斗,2016/1/4 15:31:23,2017/1/6 12:26:57,110.2905,21.3417,已安装符合部标+北斗,是,,
6291,粤G59480,黄色,重型货车,是,广东,湛江,遂溪,洋青,G6013035,李荣兴,1443364875,广州航德信息科技有限公司,10476,北斗,2016/9/9 0:00:00,2018-11-03 02:05:11,110.2327,21.3564,已安装符合部标+北斗,是,2018-10-24,营运
6292,粤GA6599,黄色,重型货车,是,广东,湛江,廉江,,G3353010,廉江市横山黎国运输车队,1443364866,广东恒慧信息科技有限公司,10476,北斗,2017/8/15 11:31:37,2018-11-02 12:34:02,110.1081,21.4876,已安装符合部标+北斗,是,2018-06-06,营运
6293,粤GA6597,黄色,,否,广东,湛江,,,,,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2018/4/6 17:41:49,2018-11-03 02:04:05,110.1886,20.3019,已安装符合部标+北斗,是,,
6294,粤GAW580,蓝色,出租客运,是,广东,湛江,廉江,,G3000022,廉江市江城小汽车服务公司,1443364866,广东恒慧信息科技有限公司,10496,北斗,2018/10/19 15:40:48,2018-11-03 02:05:31,110.3889,21.1956,已安装符合部标+北斗,是,2018-10-24,营运
6295,粤GJ8652,黄色,,否,广东,湛江,,,,,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/3/22 12:04:34,2018/8/1 10:17:42,110.3823,21.2056,已安装符合部标+北斗,是,,
6296,粤GJ8652,蓝色,危险货运,是,广东,湛江,赤坎,,G1008931,湛江市丰顺货运有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/3/16 0:00:00,2018-11-03 02:05:50,110.3911,21.1876,已安装符合部标+北斗,是,2018-02-27,营运
6297,粤G58169,黄色,重型货车,是,广东,湛江,赤坎,,G1038173,湛江市春源货运代理有限公司,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2016/12/20 0:00:00,2018-11-03 01:58:39,110.3696,21.1552,已安装符合部标+北斗,是,2018-09-18,营运
6298,粤G58166,黄色,重型货车,是,广东,湛江,赤坎,,G1031573,湛江市赤坎运丰货运有限公司,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2016/12/19 0:00:00,2018-11-03 02:04:41,110.3868,21.1746,已安装符合部标+北斗,是,2018-05-31,营运
6299,粤G58163,黄色,重型货车,是,广东,湛江,麻章,湖光,G1058994,彭炳明,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/8/14 17:00:39,2018/10/28 18:09:03,110.2673,21.1252,已安装符合部标+北斗,是,2018-03-29,营运
6300,粤G43913,黄色,重型货车,是,广东,湛江,麻章,,G1060506,林宏森,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/10/19 12:40:57,2018-11-03 02:05:51,110.3166,19.936,已安装符合部标+北斗,是,2018-10-29,营运
6301,粤G43913,蓝色,普通货运,是,广东,湛江,赤坎,,G1007544,黄永华,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2015-05-14,注销
6302,粤G58161,黄色,重型货车,是,广东,湛江,霞山,,G1027903,湛江市新光物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/12/9 0:00:00,2018-11-03 02:06:01,112.4861,22.3621,已安装符合部标+北斗,是,2018-01-30,营运
6303,粤G58162,黄色,重型货车,是,广东,湛江,霞山,,G1012085,湛江市润德物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/12/14 0:00:00,2018-11-03 02:06:06,110.3856,21.1743,已安装符合部标+北斗,是,2018-03-08,营运
6304,粤G58160,黄色,重型货车,是,广东,湛江,霞山,,G1047871,许旭,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/12/20 0:00:00,2018/10/31 16:22:35,110.3794,21.2041,已安装符合部标+北斗,是,2018-09-26,营运
6305,粤G58160,蓝色,普通货运,是,广东,湛江,霞山,,G1028600,黄伟宁,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2017-01-12,注销
6306,粤G7566学,黄色,教练员车,是,广东,湛江,麻章,,G1048718,湛江市达天下机动车驾驶员培训有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2017/10/14 0:23:26,2018-11-03 02:04:29,110.3174,21.2979,已安装符合部标+北斗,是,,使用
6307,粤GR6119,黄色,危险货运,是,广东,湛江,遂溪,,G1036917,湛江浩通储运有限公司,1443364873,湛江市普耐德电子科技有限公司,10162,JT808,2017/8/14 16:53:04,2018-11-03 02:05:05,110.2245,21.3502,已安装符合部标,是,2018-10-08,营运
6308,粤G71110,黄色,,否,广东,湛江,,,,,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2015/4/30 15:45:10,2018/6/28 7:30:22,110.2698,21.3881,已安装符合部标+北斗,是,,
6309,粤G71110,蓝色,危险货运,是,广东,湛江,遂溪,,G6003918,广东永通物流有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2009/5/8 0:00:00,2018-11-02 20:29:06,110.2699,21.3881,已安装符合部标+北斗,是,2018-10-30,营运
6310,粤G46152,黄色,客运班车,是,广东,湛江,赤坎,,A1087667,湛江粤达汽车客运有限公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2010/11/18 0:00:00,2018-11-03 02:06:41,110.3854,21.1895,已安装符合部标+北斗,是,2018-02-09,营运
6311,粤GN5609,黄色,重型货车,是,广东,湛江,雷州,新城,G2025774,林均珀,1443364875,广州航德信息科技有限公司,10476,北斗,2018/1/3 9:58:45,2018-11-03 02:06:10,110.4156,21.3895,已安装符合部标+北斗,是,2018-09-25,营运
6312,粤G46150,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2010/11/24 0:00:00,2018-11-03 02:02:28,110.3739,21.2889,已安装符合部标+北斗,是,2018-10-18,营运
6313,粤GN5605,黄色,重型货车,是,广东,湛江,徐闻,下洋,G5013039,吴辉芳,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/2/8 17:03:10,2018-11-03 02:05:45,110.4109,21.1884,已安装符合部标+北斗,是,2018-02-12,营运
6314,粤G58139,黄色,重型货车,是,广东,湛江,麻章,麻章,G1047837,蔡洪胜,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/12/8 0:00:00,2018-11-03 02:03:37,110.213,20.2665,已安装符合部标+北斗,是,2018-09-12,营运
6315,粤GN5600,黄色,重型货车,是,广东,湛江,麻章,麻章,G1057876,谢文雄,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/2/12 16:51:20,2018-11-03 02:06:47,110.3553,21.2528,已安装符合部标+北斗,是,2018-10-29,营运
6316,粤GN5603,黄色,重型货车,是,广东,湛江,霞山,,G1048034,广东中铭物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/12/27 16:15:27,2018-11-02 13:26:40,110.3911,21.188,已安装符合部标+北斗,是,2018-05-23,营运
6317,粤GN5602,黄色,危险货运,是,广东,湛江,吴川,浅水,G1048347,吴川市茂兴运输有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/5/28 10:54:06,2018-11-03 02:06:52,112.2163,23.8165,已安装符合部标+北斗,是,,营运
6318,粤G58131,黄色,重型货车,是,广东,湛江,坡头,龙头,G1027896,袁肇伟,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2013/12/26 0:00:00,2018-11-03 02:06:37,110.3355,21.2581,已安装符合部标+北斗,是,2018-03-12,营运
6319,粤GM3629,黄色,重型货车,是,广东,湛江,雷州,雷城,G2002982,林聪,1443364875,广州航德信息科技有限公司,10476,北斗,2016/12/30 0:00:00,2018-11-03 02:07:30,116.3134,23.5532,已安装符合部标+北斗,是,2018-08-13,营运
6320,粤GR8776,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6021548,黄文,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2011/11/15 0:00:00,2018-11-03 02:06:10,110.1495,21.2665,已安装符合部标+北斗,是,2018-06-26,营运
6321,粤GFD093,黄色,,否,广东,湛江,,,,,1443364866,广东恒慧信息科技有限公司,10467,北斗,,,0,0,未安装,否,,
6322,粤GFD093,蓝色,危险货运,是,广东,湛江,霞山,,G1028003,湛江富多煤气有限公司,1443364866,广东恒慧信息科技有限公司,10383,北斗,2016/5/23 0:00:00,2018-11-03 02:05:52,110.3737,21.1438,已安装符合部标+北斗,是,2018-03-14,营运
6323,粤G47485,黄色,重型货车,是,广东,湛江,赤坎,,G1045672,黄泽聪,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/4/19 13:21:41,2018-11-03 02:07:21,110.383,21.2399,已安装符合部标,是,2018-04-23,营运
6324,粤G46166,黄色,客运班车,是,广东,湛江,霞山,,G1000002,广东省湛江汽车运输集团有限公司五0二车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2010/12/2 0:00:00,2018-11-03 02:06:16,110.3852,21.1888,已安装符合部标+北斗,是,2018-06-26,营运
6325,粤G46165,黄色,客运班车,是,广东,湛江,霞山,,G1000002,广东省湛江汽车运输集团有限公司五0二车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 10:24:53,2018-11-02 21:37:41,110.3854,21.189,已安装符合部标+北斗,是,2018-05-28,营运
6326,粤G46160,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 12:18:23,2018-11-03 02:02:06,110.3739,21.2888,已安装符合部标+北斗,是,2018-10-16,营运
6327,粤G58149,黄色,重型货车,是,广东,湛江,霞山,,G1029038,湛江市霞山永华集装箱货运有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/12/28 0:00:00,2018-11-03 02:07:37,110.3879,21.1581,已安装符合部标+北斗,是,2018-08-22,营运
6328,粤G58148,黄色,重型货车,是,广东,湛江,坡头,,G1047882,林日轩,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2011/5/30 0:00:00,2018-11-03 02:07:47,110.3956,21.2305,已安装符合部标+北斗,是,2018-08-06,营运
6329,粤G58146,黄色,重型货车,是,广东,湛江,霞山,,G1029038,湛江市霞山永华集装箱货运有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/12/28 0:00:00,2018-11-03 02:07:41,110.3882,21.1584,已安装符合部标+北斗,是,2018-07-25,营运
6330,粤G47493,黄色,重型货车,是,广东,湛江,雷州,,G2026693,梁娇玉,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/7/24 18:40:58,2018-11-03 02:07:44,113.2141,23.1916,已安装符合部标+北斗,是,,营运
6331,粤G55929,黄色,,否,广东,湛江,城区,,,,1443364866,广东恒慧信息科技有限公司,10383,北斗,2015/9/17 11:58:14,2018-11-03 02:07:04,110.4906,21.0711,已安装符合部标+北斗,是,,
6332,粤G55928,黄色,重型货车,是,广东,湛江,麻章,湖光,G1003174,林荣达,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2015/8/21 0:00:00,2018-11-03 02:08:16,110.1957,21.423,已安装符合部标+北斗,是,2018-08-14,营运
6333,粤G55928,蓝色,普通货运,是,广东,湛江,赤坎,,G1029151,梁德辉,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2016-09-19,过户
6334,粤G55925,黄色,,否,广东,湛江,城区,,,,1443364866,广东恒慧信息科技有限公司,10383,北斗,2016/2/28 19:38:01,2018-11-02 17:11:14,110.5239,21.0626,已安装符合部标+北斗,是,,
6335,粤G55927,黄色,重型货车,是,广东,湛江,赤坎,,G1031250,湛江市赤坎广富物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2015/8/24 0:00:00,2018-11-03 02:08:15,110.2969,21.3416,已安装符合部标+北斗,是,2018-07-11,营运
6336,粤G30621,,普通货运,是,广东,湛江,霞山,霞山区,G1001286,陈和权,,,,未知,2016/1/3 7:39:42,2016/3/30 20:17:04,113.8792,22.5196,其他,是,,屏蔽
6337,粤G30621,黄色,重型货车,是,广东,湛江,霞山,,G1028152,湛江市祥隆运输有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/10/25 8:16:08,2018/10/31 22:24:01,110.3846,21.1574,已安装符合部标+北斗,是,2018-01-24,营运
6338,粤GM7170,黄色,客运班车,是,广东,湛江,雷州,,G1000041,雷州市第三客运公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2012/1/12 0:00:00,2018-11-03 02:07:21,110.0581,20.9212,已安装符合部标+北斗,是,2018-09-18,营运
6339,粤G58198,黄色,公交客运,是,广东,湛江,开发区,,G1047375,湛江开发区公共交通有限公司,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2016/12/20 15:38:03,2018-11-03 02:05:45,110.4876,21.0172,已安装符合部标+北斗,是,2018-07-26,营运
6340,粤G58198,蓝色,,否,广东,湛江,,,,,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,,,0,0,未安装,否,,
6341,粤GM8498,黄色,客运班车,是,广东,湛江,雷州,,G2000002,雷州市粤通运输有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2013/1/30 0:00:00,2018/10/31 10:30:08,109.864,20.8398,已安装符合部标+北斗,是,2018-07-25,营运
6342,粤GM8499,黄色,其它车辆,是,广东,湛江,雷州,,G2004405,雷州市城区公共汽车有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/2/2 11:43:15,2018-11-03 02:07:38,110.0627,20.9404,已安装符合部标+北斗,是,2018-10-31,营运
6343,粤G58197,黄色,重型货车,是,广东,湛江,开发区,东山,G1047866,吕森,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/7/10 8:54:51,2018-11-03 02:08:54,111.0635,21.5308,已安装符合部标,是,2018-07-10,营运
6344,粤GM7169,黄色,客运班车,是,广东,湛江,雷州,,G2000001,广东省湛江汽车运输集团有限公司五0五车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2012/1/4 0:00:00,2018-11-03 02:00:39,110.088,20.9129,已安装符合部标+北斗,是,2018-09-20,营运
6345,粤G43946,,普通货运,是,广东,湛江,赤坎,,G1007381,廖强珍,,,,未知,2016/1/3 7:40:16,2016/3/30 20:17:51,114.6887,23.7558,其他,是,,屏蔽
